TITULO,ANO,ENTIDADE_PROMOTORA,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
Professor Homenageado Curso de BCC 2017.1,2017,Universidade Federal Rural de Pernambuco,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Patrono da Turma 2017.1 do curso de BCC,2017,UFRPE,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Visitor grant award to visit the University of Edinburgh,2019,CAPES,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
The UK Academies fund to support research visit,2019,Newton fund,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Menção Honrosa na classificação de melhores artigos de estudantes de graduação do 16o Encontro Nacional de Inteligência Artificial e Computacional,2020,Encontro Nacional de Inteligência Artificial e Computacional,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Participação no BRAGFOST,2020,Capes e Humboldt Foundation,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Melhor trabalho de PIBIC,2021,Universidade Federal Rural de Pernambuco,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Premiação App.Edu - Melhor protótipo educacional,2021,Congresso Brasileiro de Informática na Educação,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Participação no BRAGFOST,2022,Capes e Humboldt Foundation,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Prêmio Artur Ziviani de Teses e Dissertações - 1º Lugar - Melhor Trabalho de Mestrado,2021,Sociedade Brasileira de Computação,6572768680723506,Beatriz Leandro Bonafini,Bonafini,"BONAFINI, B. L.",Paranaguá,PR,Possui graduação em Análise e Desenvolvimento de Sistemas pelo Instituto Federal do Paraná - Campus Paranaguá (2017) e mestrado em Informática pela Universidade Federal do Paraná (2020). Atualmente é doutoranda em tecnologia em saúde na Pontífica Universidade Católica do Paraná.,19-08-2022,Universidade Federal do Paraná,
Project Management Professional (PMP),2002,Project Management Institute (PMI),6694205854000137,Georgia Pinto Barbosa,Barbosa,"BARBOSA, G. P.",Recife,PE,"Possui Graduação em Ciência da Computação pela Universidade Federal de Pernambuco (1996), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (2001), MBA em Gestão Empresarial pela Fundação Getúlio Vargas (2007) e é aluna do Doutorado em Engenharia de Software do CESAR School. Atualmente é chefe de gerente de projetos do CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE, responsável pelo PMO da organização, e professora do mestrado profissional em Engenharia de Software da CESAR School. Tem experiência na área de Ciência da Computação, com ênfase em Engenharia de Software, atuando principalmente nos seguintes temas: gestão de projetos, programas e portfólio, PMO, agilidade.",05-07-2022,CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE,
Certified SCRUM Master,2007,SPRINT iT,6694205854000137,Georgia Pinto Barbosa,Barbosa,"BARBOSA, G. P.",Recife,PE,"Possui Graduação em Ciência da Computação pela Universidade Federal de Pernambuco (1996), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (2001), MBA em Gestão Empresarial pela Fundação Getúlio Vargas (2007) e é aluna do Doutorado em Engenharia de Software do CESAR School. Atualmente é chefe de gerente de projetos do CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE, responsável pelo PMO da organização, e professora do mestrado profissional em Engenharia de Software da CESAR School. Tem experiência na área de Ciência da Computação, com ênfase em Engenharia de Software, atuando principalmente nos seguintes temas: gestão de projetos, programas e portfólio, PMO, agilidade.",05-07-2022,CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE,
Best Paper at the IADIS International Conference Web Based Communities,2009,IADIS - International Association for Development of the Information Society,6775275551657099,Ricardo Araújo Costa,Costa,"COSTA, R. A.;COSTA, RICARDO A.",Recife,PE,,24-06-2021,,
1º lugar no Concurso de Melhores Artigos,2019,IV Congresso sobre Tecnologias na Educação,6943299265770478,Ana Carolina Candido de Melo,Melo,"MELO, A. C. C.;DE MELO, ANA CAROLINA CANDIDO;MELO, ANA",Recife,PE,"Atualmente é Professora de Programação no curso de Ciência da Computação da CESAR School; Doutoranda pelo Programa de Pós-Graduação em Engenharia de Computação (PPGEC) da Universidade de Pernambuco (UPE), realizando pesquisas sobre Dívida Técnica no desenvolvimento de software; Mestra em Engenharia da Computação (PPGEC-UPE); Integrante do grupo de pesquisa  REACT Research Labs; e Bacharela em Sistemas de Informação pela Universidade Federal Rural de Pernambuco (UFRPE-UAST).",26-12-2022,,https://orcid.org/0000-0003-4608-0651
Melhor trabalho na categoria Mestrado/Doutorado do curso de Pós-Graduação em Engenharia da Computação,2020,"Mostra de Extensão, Inovação e Pesquisa POLI/UPE",6943299265770478,Ana Carolina Candido de Melo,Melo,"MELO, A. C. C.;DE MELO, ANA CAROLINA CANDIDO;MELO, ANA",Recife,PE,"Atualmente é Professora de Programação no curso de Ciência da Computação da CESAR School; Doutoranda pelo Programa de Pós-Graduação em Engenharia de Computação (PPGEC) da Universidade de Pernambuco (UPE), realizando pesquisas sobre Dívida Técnica no desenvolvimento de software; Mestra em Engenharia da Computação (PPGEC-UPE); Integrante do grupo de pesquisa  REACT Research Labs; e Bacharela em Sistemas de Informação pela Universidade Federal Rural de Pernambuco (UFRPE-UAST).",26-12-2022,,https://orcid.org/0000-0003-4608-0651
Professor homenageado pela turma de concluintes do curso de Design Gráfico da UNIBRATEC (2012.2).,2012,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Professor homenageado pela turma de concluintes do curso de Design Gráfico da UNIBRATEC (2013.1).,2013,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Professor homenageado pela turma de concluintes do curso de Design Gráfico da UNIBRATEC (2014.2).,2014,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Professor homenageado pela turma de concluintes do curso de Design Gráfico da UNIBRATEC (2015.1).,2015,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Professor homenageado pela turma de concluintes do curso de Design Gráfico da UNIBRATEC (2016.1).,2016,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Professor homenageado pela turma de concluintes do curso de Design Gráfico da UNIBRATEC (2015.2).,2016,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Professor homenageado pela turma de concluintes do curso de Design Gráfico da UNIBRATEC (2018.1),2018,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Mérito Acadêmico (2018.1),2018,Centro Universitário dos Guararapes - UNIFG,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Mérito Acadêmico (2018.2),2019,Centro Universitário dos Guararapes - UNIFG,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Professor homenageado pela turma de concluintes do curso de Design Gráfico da Faculdade IBRATEC (2019.1),2019,,7163984389899288,Marcelo Penha,Penha,"PENHA, M.;PENHA, Marcelo;Penha, Marcelo;Penha, M.;PENHA, MARCELO;Marcelo Penha;MARCELO PENHA",São Paulo,SP,"Mestre em Design pela UFPE (2012), Especialista (Lato Sensu) em Educação a Distância pelo SENAC (2008) e Bacharel em Desenho Industrial com Habilitação em Projeto do Produto pela UFPE (1998). Atuou como Pesquisador na área de Acessibilidade Móvel no Projeto CIn/Samsung (2015-2020) e Professor nos cursos de Design Gráfico, Design de Moda, Publicidade e Propaganda e Jornalismo na Faculdade IBRATEC, UNIFAVIP e UniFG. Atualmente é Professor do Bacharelado em Design e do Mestrado Profissional em Design da CESAR School.",21-12-2022,CESAR School,https://orcid.org/0000-0003-4438-1709
Ergonomista Certificada Nível III,2006,ABERGO - Associação Brasileira de Ergonomia,7304349084200954,Helda Oliveira Barros,Barros,"BARROS, H. O.;Helda O. Barros;BARROS, Helda Oliveira;BARROS, Helda O.;Barros, Helda O.;Barros, Helda Oliveira;H.O. Barros;H.O. Barros et al;Helda Oliveira Barros;OLIVEIRA BARROS, HELDA",Rio de Janeiro,RJ,"Pesquisadora sobre Neurodesign e Realidades Mediadas por Computadores. Atualmente, coordena o Mestrado Profissional da Cesar School, onde também atua como docente da Graduação em Design. É consultora de qualificação no CESAR, atuando na área de Desenvolvimento &amp; Operações com foco em UX Design. Doutora em Design pela UFPE e Head do LIGA - Laboratório de Inovação e Geração de Artefatos.",19-09-2022,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0003-2337-493X
Project Management Professional - PMP,2012,Project Management Institute - PMI,7811242577429090,Gabor Sipkoi Kellermann,Kellermann,"SIPKOI, G.",Ankara,,"Engenheiro Eletrônico formado pela Universidade Federal de Pernambuco - UFPE em 2002. Possui mestrado em engenharia de sistemas com foco em arquitetura de computadores pela Universidade de Pernambuco - UPE em 2015. &amp;#10;Atualmente atua como engenheiro de software consultor no Centro de Estudos e Sistemas Avançados do Recife - CESAR. Tem experiência em desenvolvimento de hardware e firmware para sistemas embarcados de tempo real. Possui, também, experiencia de de coordenação e gerencia de atividades de pesquisa e desenvolvimento.",05-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
"Prêmio Ivan de Macedo, Melhores Projetos de Graduação do ano de 2005",2006,Pleno do Departamento de Design da UFPE,8270586608361536,Gabriela de Medeiros Boeira,Boeira,"BOEIRA, G. M.",Porto Alegre,RS,"Mestre em Design pela Universidade Federal de Pernambuco, com graduação em Design pela mesma universidade e MBA em Gestão de Projetos pelo departamento de Engenharia de Produção pela Universidade Federal de Pernambuco. Há quase 10 anos venho trabalhando no CESAR como UX Designer Researcher realizando projetos com metodologias ágeis como Scrum, Design Thinking e Design Sprint.

Sou apaixonada por estudar e aprender, principalmente sobre como as pessoas interagem com o mundo. Desta forma, posso ajudar empresas a fornecer experiência de excelência para seus usuários.",02-07-2020,Centro de Estudos e Sistemas Avançados do Recife,
